prognosis
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ফাঙ্গাস (Fungal Infection)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ডায়েবেটিস (Diabetes)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ক্যান্সার (Cancer)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
ডিমনেশিয়া (Dementia)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
স্ট্রোক (Stroke)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
ডেঙ্গু (Dengue)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
আমাশয় (Dysentery)
জলবসন্ত (Chickenpox)
জলবসন্ত (Chickenpox)
জলবসন্ত (Chickenpox)
জলবসন্ত (Chickenpox)
জলবসন্ত (Chickenpox)
জলবসন্ত (Chickenpox)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
কোষ্ঠকাঠিন্য (Constipation)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
চোখ ওঠা (Conjunctivitis)
গুটিবসন্ত (Smallpox)
গুটিবসন্ত (Smallpox)
গুটিবসন্ত (Smallpox)
গুটিবসন্ত (Smallpox)
গুটিবসন্ত (Smallpox)
গুটিবসন্ত (Smallpox)
দাদ রোগ (Ringworm)
দাদ রোগ (Ringworm)
বাত (Arthritis)
বাত (Arthritis)
বাত (Arthritis)
বাত (Arthritis)
বাত (Arthritis)
বাত (Arthritis)
বাত (Arthritis)
বাত (Arthritis)
বাত (Arthritis)
বাত (Arthritis)
কলেরা (Cholera)
কলেরা (Cholera)
কলেরা (Cholera)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
নিমোনিয়া (Pneumonia)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
ম্যালেরিয়া (Malaria)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
হার্ট অ্যাটাক (Heart Attack)
বধিরতা (Deafness)
বধিরতা (Deafness)
বধিরতা (Deafness)
পারকিনসন্স (Parkinsons)
পারকিনসন্স (Parkinsons)
পারকিনসন্স (Parkinsons)
পারকিনসন্স (Parkinsons)
পারকিনসন্স (Parkinsons)
পারকিনসন্স (Parkinsons)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
গ্লুকোমা (Glaucoma)
ছানি (Cataract)
ছানি (Cataract)
ছানি (Cataract)
ছানি (Cataract)
ছানি (Cataract)
ছানি (Cataract)
ছানি (Cataract)
ছানি (Cataract)
ছানি (Cataract)
বেরিবেরি (Beriberi)
বেরিবেরি (Beriberi)
বেরিবেরি (Beriberi)
বেরিবেরি (Beriberi)
বেরিবেরি (Beriberi)
বেরিবেরি (Beriberi)
বেরিবেরি (Beriberi)
রিকেট (Rickets)
রিকেট (Rickets)
রিকেট (Rickets)
রিকেট (Rickets)
রিকেট (Rickets)
রিকেট (Rickets)
রিকেট (Rickets)
রিকেট (Rickets)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
জলাতঙ্ক (Rabies)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
সোয়াইন ফ্লু (Swine Flu)
পক্ষাঘাত (Paralysis)
পক্ষাঘাত (Paralysis)
পক্ষাঘাত (Paralysis)
পক্ষাঘাত (Paralysis)
পক্ষাঘাত (Paralysis)
পক্ষাঘাত (Paralysis)
পক্ষাঘাত (Paralysis)
পক্ষাঘাত (Paralysis)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
এপিলেপসি (Epilepsy)
নিপাহ ভাইরাস (Nipah Virus)
নিপাহ ভাইরাস (Nipah Virus)
নিপাহ ভাইরাস (Nipah Virus)
নিপাহ ভাইরাস (Nipah Virus)
নিপাহ ভাইরাস (Nipah Virus)
নিপাহ ভাইরাস (Nipah Virus)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ধনুষ্টঙ্কার  (None)
ওটিটিস মিডিয়া (Otitis Media)
ওটিটিস মিডিয়া (Otitis Media)
গ্লসাইটিস (Glossitis)
গ্লসাইটিস (Glossitis)
গ্লসাইটিস (Glossitis)
গ্লসাইটিস (Glossitis)
গ্লসাইটিস (Glossitis)
কুষ্ঠ (Leprosy)
কুষ্ঠ (Leprosy)
কুষ্ঠ (Leprosy)
কুষ্ঠ (Leprosy)
কুষ্ঠ (Leprosy)
কুষ্ঠ (Leprosy)
কুষ্ঠ (Leprosy)
চিকুনগুনিয়া (Chikungunya)
চিকুনগুনিয়া (Chikungunya)
চিকুনগুনিয়া (Chikungunya)
চিকুনগুনিয়া (Chikungunya)
চিকুনগুনিয়া (Chikungunya)
চিকুনগুনিয়া (Chikungunya)
চিকুনগুনিয়া (Chikungunya)
আলসার (Ulcer)
আলসার (Ulcer)
আলসার (Ulcer)
আলসার (Ulcer)
আলসার (Ulcer)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
ইনফ্লুয়েঞ্জা (Influenza)
হাম (Measles)
হাম (Measles)
হাম (Measles)
হাম (Measles)
হাম (Measles)
হাম (Measles)
হিমোফিলিয়া (Hemophilia)
হিমোফিলিয়া (Hemophilia)
হিমোফিলিয়া (Hemophilia)
হিমোফিলিয়া (Hemophilia)
হিমোফিলিয়া (Hemophilia)
স্কার্ভি (Scurvy)
স্কার্ভি (Scurvy)
স্কার্ভি (Scurvy)
স্কার্ভি (Scurvy)
স্কার্ভি (Scurvy)
স্কার্ভি (Scurvy)
প্লুরিসি (Pleurisy)
প্লুরিসি (Pleurisy)
প্লুরিসি (Pleurisy)
প্লুরিসি (Pleurisy)
পায়োরিয়া (Pyorrhea)
পায়োরিয়া (Pyorrhea)
